"subject" "activity" "average" "variable"
5 "WALKING_UPSTAIRS" -0.378616675957447 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
6 "LAYING" -0.0079605026754386 "Time__Gyroscope___X_Mean"
6 "LAYING" -0.107218315054386 "Time__Gyroscope___Y_Mean"
6 "LAYING" 0.179102058245614 "Time__Gyroscope___Z_Mean"
6 "LAYING" -0.955378225087719 "Time__Gyroscope___X_SD"
6 "LAYING" -0.943634949473684 "Time__Gyroscope___Y_SD"
6 "LAYING" -0.939141878596491 "Time__Gyroscope___Z_SD"
6 "LAYING" -0.908980174736842 "Time__Gyroscope__Magnitude__Mean"
6 "LAYING" -0.920914497017544 "Time__Gyroscope__Magnitude__SD"
6 "LAYING" -0.111267284631579 "Time__Gyroscope_Jerk__X_Mean"
6 "LAYING" -0.0424104289992982 "Time__Gyroscope_Jerk__Y_Mean"
6 "LAYING" -0.0717774743859649 "Time__Gyroscope_Jerk__Z_Mean"
6 "LAYING" -0.939611608245614 "Time__Gyroscope_Jerk__X_SD"
6 "LAYING" -0.958628819649123 "Time__Gyroscope_Jerk__Y_SD"
6 "LAYING" -0.959579071578947 "Time__Gyroscope_Jerk__Z_SD"
6 "LAYING" -0.955645738245614 "Time__Gyroscope_Jerk_Magnitude__Mean"
6 "LAYING" -0.953157001578947 "Time__Gyroscope_Jerk_Magnitude__SD"
6 "LAYING" 0.248656520140351 "Time_Body_Accelerometer___X_Mean"
6 "LAYING" -0.0102529170561404 "Time_Body_Accelerometer___Y_Mean"
6 "LAYING" -0.133119570368421 "Time_Body_Accelerometer___Z_Mean"
6 "LAYING" -0.934049422052632 "Time_Body_Accelerometer___X_SD"
6 "LAYING" -0.924644826385965 "Time_Body_Accelerometer___Y_SD"
6 "LAYING" -0.925216100350877 "Time_Body_Accelerometer___Z_SD"
6 "LAYING" -0.918878850824561 "Time_Body_Accelerometer__Magnitude__Mean"
6 "LAYING" -0.897326245964912 "Time_Body_Accelerometer__Magnitude__SD"
6 "LAYING" 0.0963481955263158 "Time_Body_Accelerometer_Jerk__X_Mean"
6 "LAYING" -0.00114529240245614 "Time_Body_Accelerometer_Jerk__Y_Mean"
6 "LAYING" 0.00328817288070175 "Time_Body_Accelerometer_Jerk__Z_Mean"
6 "LAYING" -0.966341054736842 "Time_Body_Accelerometer_Jerk__X_SD"
6 "LAYING" -0.933674494385965 "Time_Body_Accelerometer_Jerk__Y_SD"
6 "LAYING" -0.959646055263158 "Time_Body_Accelerometer_Jerk__Z_SD"
6 "LAYING" -0.954750504912281 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "LAYING" -0.950341934385965 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
6 "LAYING" -0.47670987877193 "Time_Gravity_Accelerometer___X_Mean"
6 "LAYING" 0.956593814210526 "Time_Gravity_Accelerometer___Y_Mean"
6 "LAYING" 0.175867709021053 "Time_Gravity_Accelerometer___Z_Mean"
6 "LAYING" -0.887746310350877 "Time_Gravity_Accelerometer___X_SD"
6 "LAYING" -0.959161956491228 "Time_Gravity_Accelerometer___Y_SD"
6 "LAYING" -0.928130738421053 "Time_Gravity_Accelerometer___Z_SD"
6 "LAYING" -0.918878850824561 "Time_Gravity_Accelerometer__Magnitude__Mean"
6 "LAYING" -0.897326245964912 "Time_Gravity_Accelerometer__Magnitude__SD"
6 "LAYING" -0.935439769649123 "Freq__Gyroscope___X_Mean"
6 "LAYING" -0.941771544385965 "Freq__Gyroscope___Y_Mean"
6 "LAYING" -0.932636612807017 "Freq__Gyroscope___Z_Mean"
6 "LAYING" -0.962164978596491 "Freq__Gyroscope___X_SD"
6 "LAYING" -0.945365097894737 "Freq__Gyroscope___Y_SD"
6 "LAYING" -0.947136774385965 "Freq__Gyroscope___Z_SD"
6 "LAYING" -0.930153639473684 "Freq__Gyroscope__Magnitude__Mean"
6 "LAYING" -0.928694890175439 "Freq__Gyroscope__Magnitude__SD"
6 "LAYING" -0.953695957368421 "Freq__Gyroscope_Jerk_Magnitude__Mean"
6 "LAYING" -0.955504654561404 "Freq__Gyroscope_Jerk_Magnitude__SD"
6 "LAYING" -0.939114254210526 "Freq_Body_Accelerometer___X_Mean"
6 "LAYING" -0.923706791403509 "Freq_Body_Accelerometer___Y_Mean"
6 "LAYING" -0.938044912280702 "Freq_Body_Accelerometer___Z_Mean"
6 "LAYING" -0.932462941461404 "Freq_Body_Accelerometer___X_SD"
6 "LAYING" -0.929711219929825 "Freq_Body_Accelerometer___Y_SD"
6 "LAYING" -0.924004748421053 "Freq_Body_Accelerometer___Z_SD"
6 "LAYING" -0.91235165222807 "Freq_Body_Accelerometer__Magnitude__Mean"
6 "LAYING" -0.905373979824561 "Freq_Body_Accelerometer__Magnitude__SD"
6 "LAYING" -0.967072436842105 "Freq_Body_Accelerometer_Jerk__X_Mean"
6 "LAYING" -0.936043420175439 "Freq_Body_Accelerometer_Jerk__Y_Mean"
6 "LAYING" -0.954425844736842 "Freq_Body_Accelerometer_Jerk__Z_Mean"
6 "LAYING" -0.968619159473684 "Freq_Body_Accelerometer_Jerk__X_SD"
6 "LAYING" -0.935717452807018 "Freq_Body_Accelerometer_Jerk__Y_SD"
6 "LAYING" -0.963567540877193 "Freq_Body_Accelerometer_Jerk__Z_SD"
6 "LAYING" -0.948655471052632 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "LAYING" -0.951552664035088 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
6 "SITTING" -0.0372442282830909 "Time__Gyroscope___X_Mean"
6 "SITTING" -0.0899083302550909 "Time__Gyroscope___Y_Mean"
6 "SITTING" 0.0854346006181818 "Time__Gyroscope___Z_Mean"
6 "SITTING" -0.957367681818182 "Time__Gyroscope___X_SD"
6 "SITTING" -0.944130044727273 "Time__Gyroscope___Y_SD"
6 "SITTING" -0.939681350909091 "Time__Gyroscope___Z_SD"
6 "SITTING" -0.932703812181818 "Time__Gyroscope__Magnitude__Mean"
6 "SITTING" -0.921259472727273 "Time__Gyroscope__Magnitude__SD"
6 "SITTING" -0.0936693524363636 "Time__Gyroscope_Jerk__X_Mean"
6 "SITTING" -0.0333986700025455 "Time__Gyroscope_Jerk__Y_Mean"
6 "SITTING" -0.0465504310978182 "Time__Gyroscope_Jerk__Z_Mean"
6 "SITTING" -0.943714804727273 "Time__Gyroscope_Jerk__X_SD"
6 "SITTING" -0.961780726363636 "Time__Gyroscope_Jerk__Y_SD"
6 "SITTING" -0.958787671272727 "Time__Gyroscope_Jerk__Z_SD"
6 "SITTING" -0.962929227818182 "Time__Gyroscope_Jerk_Magnitude__Mean"
6 "SITTING" -0.950150571818182 "Time__Gyroscope_Jerk_Magnitude__SD"
6 "SITTING" 0.276778487454545 "Time_Body_Accelerometer___X_Mean"
6 "SITTING" -0.0145911615290909 "Time_Body_Accelerometer___Y_Mean"
6 "SITTING" -0.110127728709091 "Time_Body_Accelerometer___Z_Mean"
6 "SITTING" -0.980164933636364 "Time_Body_Accelerometer___X_SD"
6 "SITTING" -0.923682131090909 "Time_Body_Accelerometer___Y_SD"
6 "SITTING" -0.925797097090909 "Time_Body_Accelerometer___Z_SD"
6 "SITTING" -0.949543531272727 "Time_Body_Accelerometer__Magnitude__Mean"
6 "SITTING" -0.931572655636364 "Time_Body_Accelerometer__Magnitude__SD"
6 "SITTING" 0.0754721635223636 "Time_Body_Accelerometer_Jerk__X_Mean"
6 "SITTING" 2.55649800000024e-06 "Time_Body_Accelerometer_Jerk__Y_Mean"
6 "SITTING" 0.00623727782090909 "Time_Body_Accelerometer_Jerk__Z_Mean"
6 "SITTING" -0.969929476363636 "Time_Body_Accelerometer_Jerk__X_SD"
6 "SITTING" -0.945143686181818 "Time_Body_Accelerometer_Jerk__Y_SD"
6 "SITTING" -0.958572952545455 "Time_Body_Accelerometer_Jerk__Z_SD"
6 "SITTING" -0.962733502 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "SITTING" -0.948181827818182 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
6 "SITTING" 0.933692934909091 "Time_Gravity_Accelerometer___X_Mean"
6 "SITTING" 0.0682628663363636 "Time_Gravity_Accelerometer___Y_Mean"
6 "SITTING" 0.0695219657167273 "Time_Gravity_Accelerometer___Z_Mean"
6 "SITTING" -0.988872369272727 "Time_Gravity_Accelerometer___X_SD"
6 "SITTING" -0.960875994727273 "Time_Gravity_Accelerometer___Y_SD"
6 "SITTING" -0.955475832363636 "Time_Gravity_Accelerometer___Z_SD"
6 "SITTING" -0.949543531272727 "Time_Gravity_Accelerometer__Magnitude__Mean"
6 "SITTING" -0.931572655636364 "Time_Gravity_Accelerometer__Magnitude__SD"
6 "SITTING" -0.939671400545455 "Freq__Gyroscope___X_Mean"
6 "SITTING" -0.943857393090909 "Freq__Gyroscope___Y_Mean"
6 "SITTING" -0.934764895454545 "Freq__Gyroscope___Z_Mean"
6 "SITTING" -0.963407046545455 "Freq__Gyroscope___X_SD"
6 "SITTING" -0.944901470363636 "Freq__Gyroscope___Y_SD"
6 "SITTING" -0.947326797818182 "Freq__Gyroscope___Z_SD"
6 "SITTING" -0.929725679272727 "Freq__Gyroscope__Magnitude__Mean"
6 "SITTING" -0.929549141636364 "Freq__Gyroscope__Magnitude__SD"
6 "SITTING" -0.952034566 "Freq__Gyroscope_Jerk_Magnitude__Mean"
6 "SITTING" -0.951196693454545 "Freq__Gyroscope_Jerk_Magnitude__SD"
6 "SITTING" -0.975351454727273 "Freq_Body_Accelerometer___X_Mean"
6 "SITTING" -0.928264365454545 "Freq_Body_Accelerometer___Y_Mean"
6 "SITTING" -0.935798115272727 "Freq_Body_Accelerometer___Z_Mean"
6 "SITTING" -0.982451284727273 "Freq_Body_Accelerometer___X_SD"
6 "SITTING" -0.925676956 "Freq_Body_Accelerometer___Y_SD"
6 "SITTING" -0.925768475636364 "Freq_Body_Accelerometer___Z_SD"
6 "SITTING" -0.935750391272727 "Freq_Body_Accelerometer__Magnitude__Mean"
6 "SITTING" -0.939547202909091 "Freq_Body_Accelerometer__Magnitude__SD"
6 "SITTING" -0.971037479818182 "Freq_Body_Accelerometer_Jerk__X_Mean"
6 "SITTING" -0.947070821272727 "Freq_Body_Accelerometer_Jerk__Y_Mean"
6 "SITTING" -0.954199785636364 "Freq_Body_Accelerometer_Jerk__Z_Mean"
6 "SITTING" -0.971488767454545 "Freq_Body_Accelerometer_Jerk__X_SD"
6 "SITTING" -0.946880042 "Freq_Body_Accelerometer_Jerk__Y_SD"
6 "SITTING" -0.961636555090909 "Freq_Body_Accelerometer_Jerk__Z_SD"
6 "SITTING" -0.948348653636364 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "SITTING" -0.947304700363636 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
6 "STANDING" -0.028251913022807 "Time__Gyroscope___X_Mean"
6 "STANDING" -0.0589823639438597 "Time__Gyroscope___Y_Mean"
6 "STANDING" 0.0767394745964912 "Time__Gyroscope___Z_Mean"
6 "STANDING" -0.947561298596491 "Time__Gyroscope___X_SD"
6 "STANDING" -0.94248658631579 "Time__Gyroscope___Y_SD"
6 "STANDING" -0.947782155964912 "Time__Gyroscope___Z_SD"
6 "STANDING" -0.939404744385965 "Time__Gyroscope__Magnitude__Mean"
6 "STANDING" -0.915891572982456 "Time__Gyroscope__Magnitude__SD"
6 "STANDING" -0.103292534210526 "Time__Gyroscope_Jerk__X_Mean"
6 "STANDING" -0.0428828304736842 "Time__Gyroscope_Jerk__Y_Mean"
6 "STANDING" -0.0506432189438597 "Time__Gyroscope_Jerk__Z_Mean"
6 "STANDING" -0.946423593157895 "Time__Gyroscope_Jerk__X_SD"
6 "STANDING" -0.962422163684211 "Time__Gyroscope_Jerk__Y_SD"
6 "STANDING" -0.962758177192982 "Time__Gyroscope_Jerk__Z_SD"
6 "STANDING" -0.963406222982456 "Time__Gyroscope_Jerk_Magnitude__Mean"
6 "STANDING" -0.952536233859649 "Time__Gyroscope_Jerk_Magnitude__SD"
6 "STANDING" 0.280346248596491 "Time_Body_Accelerometer___X_Mean"
6 "STANDING" -0.0181236327175439 "Time_Body_Accelerometer___Y_Mean"
6 "STANDING" -0.112172831947368 "Time_Body_Accelerometer___Z_Mean"
6 "STANDING" -0.981758159649123 "Time_Body_Accelerometer___X_SD"
6 "STANDING" -0.921493191754386 "Time_Body_Accelerometer___Y_SD"
6 "STANDING" -0.925692371929825 "Time_Body_Accelerometer___Z_SD"
6 "STANDING" -0.945022876491228 "Time_Body_Accelerometer__Magnitude__Mean"
6 "STANDING" -0.939310249649123 "Time_Body_Accelerometer__Magnitude__SD"
6 "STANDING" 0.0730699604561403 "Time_Body_Accelerometer_Jerk__X_Mean"
6 "STANDING" 0.00871883993421053 "Time_Body_Accelerometer_Jerk__Y_Mean"
6 "STANDING" -0.00481712245438596 "Time_Body_Accelerometer_Jerk__Z_Mean"
6 "STANDING" -0.973132635789474 "Time_Body_Accelerometer_Jerk__X_SD"
6 "STANDING" -0.949362277017544 "Time_Body_Accelerometer_Jerk__Y_SD"
6 "STANDING" -0.967547241754386 "Time_Body_Accelerometer_Jerk__Z_SD"
6 "STANDING" -0.967102436140351 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "STANDING" -0.956099145964912 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
6 "STANDING" 0.945139003859649 "Time_Gravity_Accelerometer___X_Mean"
6 "STANDING" -0.230251036140351 "Time_Gravity_Accelerometer___Y_Mean"
6 "STANDING" 0.0139193473596491 "Time_Gravity_Accelerometer___Z_Mean"
6 "STANDING" -0.985583066842105 "Time_Gravity_Accelerometer___X_SD"
6 "STANDING" -0.96844910122807 "Time_Gravity_Accelerometer___Y_SD"
6 "STANDING" -0.942795062280702 "Time_Gravity_Accelerometer___Z_SD"
6 "STANDING" -0.945022876491228 "Time_Gravity_Accelerometer__Magnitude__Mean"
6 "STANDING" -0.939310249649123 "Time_Gravity_Accelerometer__Magnitude__SD"
6 "STANDING" -0.931612384385965 "Freq__Gyroscope___X_Mean"
6 "STANDING" -0.943273146140351 "Freq__Gyroscope___Y_Mean"
6 "STANDING" -0.943239602105263 "Freq__Gyroscope___Z_Mean"
6 "STANDING" -0.952817395263158 "Freq__Gyroscope___X_SD"
6 "STANDING" -0.942539174210526 "Freq__Gyroscope___Y_SD"
6 "STANDING" -0.95445570245614 "Freq__Gyroscope___Z_SD"
6 "STANDING" -0.926664297017544 "Freq__Gyroscope__Magnitude__Mean"
6 "STANDING" -0.923108761578947 "Freq__Gyroscope__Magnitude__SD"
6 "STANDING" -0.955425138245614 "Freq__Gyroscope_Jerk_Magnitude__Mean"
6 "STANDING" -0.952088499473684 "Freq__Gyroscope_Jerk_Magnitude__SD"
6 "STANDING" -0.977100287368421 "Freq_Body_Accelerometer___X_Mean"
6 "STANDING" -0.930336471754386 "Freq_Body_Accelerometer___Y_Mean"
6 "STANDING" -0.942864017017544 "Freq_Body_Accelerometer___Z_Mean"
6 "STANDING" -0.984067374035088 "Freq_Body_Accelerometer___X_SD"
6 "STANDING" -0.921449111052631 "Freq_Body_Accelerometer___Y_SD"
6 "STANDING" -0.922067224210526 "Freq_Body_Accelerometer___Z_SD"
6 "STANDING" -0.945949804035088 "Freq_Body_Accelerometer__Magnitude__Mean"
6 "STANDING" -0.94456410754386 "Freq_Body_Accelerometer__Magnitude__SD"
6 "STANDING" -0.97348053877193 "Freq_Body_Accelerometer_Jerk__X_Mean"
6 "STANDING" -0.951405464912281 "Freq_Body_Accelerometer_Jerk__Y_Mean"
6 "STANDING" -0.963743518070175 "Freq_Body_Accelerometer_Jerk__Z_Mean"
6 "STANDING" -0.975235677719298 "Freq_Body_Accelerometer_Jerk__X_SD"
6 "STANDING" -0.950681450350877 "Freq_Body_Accelerometer_Jerk__Y_SD"
6 "STANDING" -0.969895845789474 "Freq_Body_Accelerometer_Jerk__Z_SD"
6 "STANDING" -0.955914005438597 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "STANDING" -0.95538157877193 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
6 "WALKING" -0.025509618645614 "Time__Gyroscope___X_Mean"
6 "WALKING" -0.0744462466 "Time__Gyroscope___Y_Mean"
6 "WALKING" 0.0838808799280702 "Time__Gyroscope___Z_Mean"
6 "WALKING" -0.446020952631579 "Time__Gyroscope___X_SD"
6 "WALKING" -0.331702267894737 "Time__Gyroscope___Y_SD"
6 "WALKING" -0.383139334736842 "Time__Gyroscope___Z_SD"
6 "WALKING" -0.281207841122807 "Time__Gyroscope__Magnitude__Mean"
6 "WALKING" -0.36560291677193 "Time__Gyroscope__Magnitude__SD"
6 "WALKING" -0.0878891090105263 "Time__Gyroscope_Jerk__X_Mean"
6 "WALKING" -0.0362308971842105 "Time__Gyroscope_Jerk__Y_Mean"
6 "WALKING" -0.0539597284210526 "Time__Gyroscope_Jerk__Z_Mean"
6 "WALKING" -0.18260093354386 "Time__Gyroscope_Jerk__X_SD"
6 "WALKING" -0.416390246140351 "Time__Gyroscope_Jerk__Y_SD"
6 "WALKING" -0.166684422233333 "Time__Gyroscope_Jerk__Z_SD"
6 "WALKING" -0.321290483140351 "Time__Gyroscope_Jerk_Magnitude__Mean"
6 "WALKING" -0.364708342315789 "Time__Gyroscope_Jerk_Magnitude__SD"
6 "WALKING" 0.283658868070175 "Time_Body_Accelerometer___X_Mean"
6 "WALKING" -0.0168954189082456 "Time_Body_Accelerometer___Y_Mean"
6 "WALKING" -0.110303165877193 "Time_Body_Accelerometer___Z_Mean"
6 "WALKING" -0.296538717368421 "Time_Body_Accelerometer___X_SD"
6 "WALKING" 0.164213884996491 "Time_Body_Accelerometer___Y_SD"
6 "WALKING" -0.504324207192982 "Time_Body_Accelerometer___Z_SD"
6 "WALKING" -0.166840713631579 "Time_Body_Accelerometer__Magnitude__Mean"
6 "WALKING" -0.266734167368421 "Time_Body_Accelerometer__Magnitude__SD"
6 "WALKING" 0.0699585876912281 "Time_Body_Accelerometer_Jerk__X_Mean"
6 "WALKING" -0.0164831715964912 "Time_Body_Accelerometer_Jerk__Y_Mean"
6 "WALKING" -0.00738931200701754 "Time_Body_Accelerometer_Jerk__Z_Mean"
6 "WALKING" -0.132784766936842 "Time_Body_Accelerometer_Jerk__X_SD"
6 "WALKING" 0.00808897373684211 "Time_Body_Accelerometer_Jerk__Y_SD"
6 "WALKING" -0.575777466491228 "Time_Body_Accelerometer_Jerk__Z_SD"
6 "WALKING" -0.195117026052632 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "WALKING" -0.0706029648421053 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
6 "WALKING" 0.958067455087719 "Time_Gravity_Accelerometer___X_Mean"
6 "WALKING" -0.214694852280702 "Time_Gravity_Accelerometer___Y_Mean"
6 "WALKING" 0.0331888826842105 "Time_Gravity_Accelerometer___Z_Mean"
6 "WALKING" -0.977779896491228 "Time_Gravity_Accelerometer___X_SD"
6 "WALKING" -0.964248568070175 "Time_Gravity_Accelerometer___Y_SD"
6 "WALKING" -0.957205025789474 "Time_Gravity_Accelerometer___Z_SD"
6 "WALKING" -0.166840713631579 "Time_Gravity_Accelerometer__Magnitude__Mean"
6 "WALKING" -0.266734167368421 "Time_Gravity_Accelerometer__Magnitude__SD"
6 "WALKING" -0.239650710533333 "Freq__Gyroscope___X_Mean"
6 "WALKING" -0.341378429473684 "Freq__Gyroscope___Y_Mean"
6 "WALKING" -0.203575458733333 "Freq__Gyroscope___Z_Mean"
6 "WALKING" -0.515323854385965 "Freq__Gyroscope___X_SD"
6 "WALKING" -0.332008706842105 "Freq__Gyroscope___Y_SD"
6 "WALKING" -0.512209233508772 "Freq__Gyroscope___Z_SD"
6 "WALKING" -0.329681123368421 "Freq__Gyroscope__Magnitude__Mean"
6 "WALKING" -0.510648322631579 "Freq__Gyroscope__Magnitude__SD"
6 "WALKING" -0.366500534122807 "Freq__Gyroscope_Jerk_Magnitude__Mean"
6 "WALKING" -0.408078906482456 "Freq__Gyroscope_Jerk_Magnitude__SD"
6 "WALKING" -0.187934323140351 "Freq_Body_Accelerometer___X_Mean"
6 "WALKING" 0.140781621991228 "Freq_Body_Accelerometer___Y_Mean"
6 "WALKING" -0.498520164385965 "Freq_Body_Accelerometer___Z_Mean"
6 "WALKING" -0.34522769 "Freq_Body_Accelerometer___X_SD"
6 "WALKING" 0.101699642168947 "Freq_Body_Accelerometer___Y_SD"
6 "WALKING" -0.550474621754386 "Freq_Body_Accelerometer___Z_SD"
6 "WALKING" -0.201386607649123 "Freq_Body_Accelerometer__Magnitude__Mean"
6 "WALKING" -0.421683093508772 "Freq_Body_Accelerometer__Magnitude__SD"
6 "WALKING" -0.150942917824561 "Freq_Body_Accelerometer_Jerk__X_Mean"
6 "WALKING" -0.0753742321614035 "Freq_Body_Accelerometer_Jerk__Y_Mean"
6 "WALKING" -0.541438616140351 "Freq_Body_Accelerometer_Jerk__Z_Mean"
6 "WALKING" -0.19269469414386 "Freq_Body_Accelerometer_Jerk__X_SD"
6 "WALKING" 0.0314450678263158 "Freq_Body_Accelerometer_Jerk__Y_SD"
6 "WALKING" -0.608624354210526 "Freq_Body_Accelerometer_Jerk__Z_SD"
6 "WALKING" -0.055401423331579 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "WALKING" -0.0964999702982456 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
6 "WALKING_DOWNSTAIRS" -0.0960837437708333 "Time__Gyroscope___X_Mean"
6 "WALKING_DOWNSTAIRS" -0.0341782208604167 "Time__Gyroscope___Y_Mean"
6 "WALKING_DOWNSTAIRS" 0.0870012595210417 "Time__Gyroscope___Z_Mean"
6 "WALKING_DOWNSTAIRS" -0.19830385328125 "Time__Gyroscope___X_SD"
6 "WALKING_DOWNSTAIRS" -0.18922957 "Time__Gyroscope___Y_SD"
6 "WALKING_DOWNSTAIRS" -0.0940797929729167 "Time__Gyroscope___Z_SD"
6 "WALKING_DOWNSTAIRS" 0.0142677821595833 "Time__Gyroscope__Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" -0.0426276750979167 "Time__Gyroscope__Magnitude__SD"
6 "WALKING_DOWNSTAIRS" -0.0256452232354167 "Time__Gyroscope_Jerk__X_Mean"
6 "WALKING_DOWNSTAIRS" -0.0768089915604167 "Time__Gyroscope_Jerk__Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.0372228650416667 "Time__Gyroscope_Jerk__Z_Mean"
6 "WALKING_DOWNSTAIRS" 0.0393387960854167 "Time__Gyroscope_Jerk__X_SD"
6 "WALKING_DOWNSTAIRS" -0.193508405479167 "Time__Gyroscope_Jerk__Y_SD"
6 "WALKING_DOWNSTAIRS" 0.193206498960417 "Time__Gyroscope_Jerk__Z_SD"
6 "WALKING_DOWNSTAIRS" -0.0829366854166667 "Time__Gyroscope_Jerk_Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" -0.111228416159583 "Time__Gyroscope_Jerk_Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.277045258145833 "Time_Body_Accelerometer___X_Mean"
6 "WALKING_DOWNSTAIRS" -0.019536840063125 "Time_Body_Accelerometer___Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.107209356208333 "Time_Body_Accelerometer___Z_Mean"
6 "WALKING_DOWNSTAIRS" 0.383681639791667 "Time_Body_Accelerometer___X_SD"
6 "WALKING_DOWNSTAIRS" 0.360164958768542 "Time_Body_Accelerometer___Y_SD"
6 "WALKING_DOWNSTAIRS" -0.320204232520417 "Time_Body_Accelerometer___Z_SD"
6 "WALKING_DOWNSTAIRS" 0.333754731458333 "Time_Body_Accelerometer__Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" 0.373611914166667 "Time_Body_Accelerometer__Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.103681343708333 "Time_Body_Accelerometer_Jerk__X_Mean"
6 "WALKING_DOWNSTAIRS" 0.00987685807166667 "Time_Body_Accelerometer_Jerk__Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.00932470617291667 "Time_Body_Accelerometer_Jerk__Z_Mean"
6 "WALKING_DOWNSTAIRS" 0.165271070858333 "Time_Body_Accelerometer_Jerk__X_SD"
6 "WALKING_DOWNSTAIRS" 0.276544029529167 "Time_Body_Accelerometer_Jerk__Y_SD"
6 "WALKING_DOWNSTAIRS" -0.336817322270833 "Time_Body_Accelerometer_Jerk__Z_SD"
6 "WALKING_DOWNSTAIRS" 0.10384507225 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" 0.209502174375 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.928531455208333 "Time_Gravity_Accelerometer___X_Mean"
6 "WALKING_DOWNSTAIRS" -0.214046334375 "Time_Gravity_Accelerometer___Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.00307981704708333 "Time_Gravity_Accelerometer___Z_Mean"
6 "WALKING_DOWNSTAIRS" -0.9544062675 "Time_Gravity_Accelerometer___X_SD"
6 "WALKING_DOWNSTAIRS" -0.93357760125 "Time_Gravity_Accelerometer___Y_SD"
6 "WALKING_DOWNSTAIRS" -0.934378766458333 "Time_Gravity_Accelerometer___Z_SD"
6 "WALKING_DOWNSTAIRS" 0.333754731458333 "Time_Gravity_Accelerometer__Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" 0.373611914166667 "Time_Gravity_Accelerometer__Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.0633716052854167 "Freq__Gyroscope___X_Mean"
6 "WALKING_DOWNSTAIRS" -0.130327465789583 "Freq__Gyroscope___Y_Mean"
6 "WALKING_DOWNSTAIRS" 0.15284524938125 "Freq__Gyroscope___Z_Mean"
6 "WALKING_DOWNSTAIRS" -0.286724914610417 "Freq__Gyroscope___X_SD"
6 "WALKING_DOWNSTAIRS" -0.235470976166667 "Freq__Gyroscope___Y_SD"
6 "WALKING_DOWNSTAIRS" -0.275667262770833 "Freq__Gyroscope___Z_SD"
6 "WALKING_DOWNSTAIRS" -0.0143735434 "Freq__Gyroscope__Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" -0.242353857320833 "Freq__Gyroscope__Magnitude__SD"
6 "WALKING_DOWNSTAIRS" -0.132705384364583 "Freq__Gyroscope_Jerk_Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" -0.145733545496458 "Freq__Gyroscope_Jerk_Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.328308506041667 "Freq_Body_Accelerometer___X_Mean"
6 "WALKING_DOWNSTAIRS" 0.339771173822917 "Freq_Body_Accelerometer___Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.277602590916667 "Freq_Body_Accelerometer___Z_Mean"
6 "WALKING_DOWNSTAIRS" 0.403369766666667 "Freq_Body_Accelerometer___X_SD"
6 "WALKING_DOWNSTAIRS" 0.283247837625 "Freq_Body_Accelerometer___Y_SD"
6 "WALKING_DOWNSTAIRS" -0.4060143105 "Freq_Body_Accelerometer___Z_SD"
6 "WALKING_DOWNSTAIRS" 0.395958034583333 "Freq_Body_Accelerometer__Magnitude__Mean"
6 "WALKING_DOWNSTAIRS" 0.1446227570625 "Freq_Body_Accelerometer__Magnitude__SD"
6 "WALKING_DOWNSTAIRS" 0.136554991314583 "Freq_Body_Accelerometer_Jerk__X_Mean"
6 "WALKING_DOWNSTAIRS" 0.1372024523 "Freq_Body_Accelerometer_Jerk__Y_Mean"
6 "WALKING_DOWNSTAIRS" -0.283086205125 "Freq_Body_Accelerometer_Jerk__Z_Mean"
6 "WALKING_DOWNSTAIRS" 0.0886515099394167 "Freq_Body_Accelerometer_Jerk__X_SD"
